,educ,docc03,wageotc,count,wbhaom,female,region,age,citistat
245,Advanced,Management occupations,66.70638272497129,85270.23388671875,Black,Female,West,55-65 yr,"Native, born in US"
246,College,"Installation, maintenance, and repair occupations",43.26900100708008,6182.52978515625,Black,Male,West,55-65 yr,"Foreign born, naturalized US citizen"
247,College,Transportation and material moving occupations,16.5,2414.55029296875,Asian,Male,West,35-45 yr,"Foreign born, not a US citizen"
248,Some college,Healthcare support occupations,18.61263560715897,341856.2296142578,White,Female,West,35-45 yr,"Native, born in US"
249,Some college,"Installation, maintenance, and repair occupations",33.421703742925416,470090.3701171875,White,Male,West,55-65 yr,"Native, born in US"
250,College,Business and financial operations occupations,32.73335878430523,50205.705322265625,Asian,Male,West,<25 yr,"Native, born in US"
251,Some college,"Education, training, and library occupations",20.3725579637463,5897.040771484375,Asian,Female,West,55-65 yr,"Foreign born, not a US citizen"
252,College,Office and administrative support occupations,25.092863765764424,1114804.9719238281,White,Female,West,25-35 yr,"Native, born in US"
253,Some college,Computer and mathematical science occupations,60.49628412716105,312319.79333496094,White,Male,West,45-55 yr,"Native, born in US"
254,Less than high school,Transportation and material moving occupations,12.0,3548.46044921875,Multiple races,Female,West,25-35 yr,"Native, born in US"
255,High school,Construction and extraction occupations,32.91001986340379,32339.77099609375,Black,Male,West,45-55 yr,"Native, born in US"
256,College,Community and social service occupations,30.0,18884.7939453125,Black,Female,West,45-55 yr,"Native, born in US"
257,Less than high school,Food preparation and serving related occupations,14.828198408184447,47770.482421875,Black,Female,West,<25 yr,"Native, born in US"
258,High school,Food preparation and serving related occupations,17.27532173435545,13851.722900390625,Black,Male,West,25-35 yr,"Native, born in US"
259,College,Healthcare practitioner and technical occupations,52.101784067868294,151660.3309326172,White,Male,West,45-55 yr,"Native, born in US"
260,High school,Construction and extraction occupations,28.794440066392916,7554.130615234375,White,Female,West,<25 yr,"Native, born in US"
261,College,"Education, training, and library occupations",29.016568794436235,1006592.4051513672,White,Female,West,25-35 yr,"Native, born in US"
262,High school,Healthcare support occupations,16.36814357459664,127813.2802734375,Hispanic,Female,West,45-55 yr,"Foreign born, naturalized US citizen"
263,College,Business and financial operations occupations,135.72368267574666,21450.880615234375,Hispanic,Male,West,25-35 yr,"Foreign born, naturalized US citizen"
264,Some college,Sales and related occupations,43.290746717825805,493369.9392089844,White,Male,West,35-45 yr,"Native, born in US"
265,High school,Transportation and material moving occupations,23.96441220664517,17021.15966796875,White,Male,West,25-35 yr,"Foreign born, not a US citizen"
266,Less than high school,Food preparation and serving related occupations,12.912122299273644,564175.3100585938,White,Male,West,<25 yr,"Native, born in US"
267,Some college,Sales and related occupations,17.48905984941913,535124.2208251953,White,Male,West,<25 yr,"Native, born in US"
268,College,Office and administrative support occupations,27.826373316531438,43015.76904296875,White,Female,West,35-45 yr,"Foreign born, naturalized US citizen"
269,Some college,Personal care and service occupations,13.576230927744897,213368.92749023438,Hispanic,Female,West,<25 yr,"Native, born in US"
270,Some college,Transportation and material moving occupations,20.5352219789234,602966.6159667969,Hispanic,Male,West,<25 yr,"Native, born in US"
271,College,Architecture and engineering occupations,27.310001373291016,3518.83349609375,Native American,Male,West,25-35 yr,"Native, born in US"
272,College,Computer and mathematical science occupations,65.6007708515468,32124.19873046875,Native American,Male,West,25-35 yr,"Native, born in US"
273,Some college,Transportation and material moving occupations,19.22321140425776,157580.35522460938,White,Female,West,35-45 yr,"Native, born in US"
274,Less than high school,Sales and related occupations,16.700943161372056,56167.31677246094,White,Male,West,35-45 yr,"Native, born in US"
275,Advanced,"Education, training, and library occupations",37.07191266207398,258142.4141845703,Hispanic,Female,West,35-45 yr,"Native, born in US"
276,Advanced,"Education, training, and library occupations",49.38617669170019,504661.5290527344,White,Male,West,35-45 yr,"Native, born in US"
277,High school,Transportation and material moving occupations,34.94071658057184,128353.20056152344,White,Male,West,65+ yr,"Native, born in US"
278,College,Business and financial operations occupations,49.110013302317164,621066.3240966797,White,Female,West,35-45 yr,"Native, born in US"
279,High school,Office and administrative support occupations,35.76975682503113,18659.356567382812,White,Female,West,25-35 yr,"Native, born abroad with American parent(s)"
280,Some college,Office and administrative support occupations,24.803417823472603,1480494.8612060547,White,Female,West,55-65 yr,"Native, born in US"
281,Advanced,"Education, training, and library occupations",43.540159082733766,718400.4575195312,White,Female,West,55-65 yr,"Native, born in US"
282,High school,Transportation and material moving occupations,18.161537027036797,182737.37133789062,White,Female,West,<25 yr,"Native, born in US"
283,High school,Management occupations,33.33333206176758,2121.734619140625,White,Male,West,55-65 yr,"Native, born abroad with American parent(s)"
284,High school,Management occupations,33.92220922392169,289565.52600097656,White,Female,West,55-65 yr,"Native, born in US"
285,Some college,Management occupations,23.62251925357821,27229.90625,Native American,Male,West,25-35 yr,"Native, born in US"
286,High school,Computer and mathematical science occupations,39.07383855705516,100371.71545410156,White,Male,West,55-65 yr,"Native, born in US"
287,Some college,Production occupations,15.074169235368018,115527.61499023438,White,Female,West,<25 yr,"Native, born in US"
288,High school,Transportation and material moving occupations,17.17730138261325,890368.6945800781,White,Male,West,<25 yr,"Native, born in US"
289,Some college,Legal occupations,26.570933374897958,19263.063842773438,White,Female,West,25-35 yr,"Native, born in US"
290,Advanced,Construction and extraction occupations,47.73259812766372,5049.673828125,White,Male,West,25-35 yr,"Native, born in US"
291,Some college,Management occupations,45.27710566361651,796757.6154785156,White,Male,West,35-45 yr,"Native, born in US"
292,Advanced,Healthcare practitioner and technical occupations,54.337771966141176,85360.13940429688,White,Male,West,65+ yr,"Native, born in US"
293,High school,"Installation, maintenance, and repair occupations",23.949104159047984,93358.44360351562,White,Male,West,65+ yr,"Native, born in US"
294,High school,Office and administrative support occupations,30.057561335869785,99070.01831054688,Native American,Female,West,25-35 yr,"Native, born in US"
295,High school,Office and administrative support occupations,20.293420487174775,36797.113037109375,Native American,Male,West,25-35 yr,"Native, born in US"
296,College,"Education, training, and library occupations",32.33369922042436,9596.222045898438,Multiple races,Female,West,45-55 yr,"Native, born in US"
297,High school,Healthcare support occupations,15.527268140695963,218210.44787597656,White,Female,West,<25 yr,"Native, born in US"
298,College,Management occupations,68.20851586480855,1384520.8177490234,White,Male,West,45-55 yr,"Native, born in US"
299,High school,Sales and related occupations,32.8047821540237,215344.84033203125,White,Female,West,35-45 yr,"Native, born in US"
300,Advanced,"Education, training, and library occupations",36.43683606610123,1023274.4180908203,White,Female,West,35-45 yr,"Native, born in US"
301,High school,Transportation and material moving occupations,25.190052447293706,689312.7272949219,White,Male,West,45-55 yr,"Native, born in US"
302,High school,"Installation, maintenance, and repair occupations",29.035422408001427,426014.16076660156,White,Male,West,25-35 yr,"Native, born in US"
303,High school,Building and grounds cleaning and maintenance occupations,13.301727095024022,126374.1689453125,White,Female,West,<25 yr,"Native, born in US"
304,High school,Sales and related occupations,13.344319473857928,26753.497802734375,Native American,Male,West,<25 yr,"Native, born in US"
305,Some college,Business and financial operations occupations,29.054054260253906,2519.927490234375,Multiple races,Female,West,45-55 yr,"Foreign born, naturalized US citizen"
306,Some college,Management occupations,20.0,13797.552734375,Asian,Female,West,45-55 yr,"Native, born abroad with American parent(s)"
307,College,Business and financial operations occupations,42.83070927089357,824174.6354980469,White,Male,West,25-35 yr,"Native, born in US"
308,Some college,Office and administrative support occupations,21.198321782781818,529244.4055175781,White,Male,West,25-35 yr,"Native, born in US"
309,Some college,Sales and related occupations,26.812886543679273,163389.76416015625,White,Male,West,65+ yr,"Native, born in US"
310,High school,Building and grounds cleaning and maintenance occupations,22.169829136239805,94041.59326171875,Hispanic,Male,West,55-65 yr,"Native, born in US"
311,Less than high school,Healthcare support occupations,13.655989587454759,51215.263671875,Hispanic,Female,West,55-65 yr,"Native, born in US"
312,Some college,Office and administrative support occupations,24.693734689929446,1243202.209350586,White,Female,West,45-55 yr,"Native, born in US"
313,Some college,Office and administrative support occupations,26.92999615961135,654110.2546386719,Hispanic,Female,West,35-45 yr,"Native, born in US"
314,High school,Office and administrative support occupations,23.980937406900694,200086.88806152344,White,Male,West,55-65 yr,"Native, born in US"
315,College,Management occupations,68.90800057665092,166677.05590820312,Hispanic,Male,West,45-55 yr,"Native, born in US"
316,High school,Building and grounds cleaning and maintenance occupations,16.53966679860117,101180.46716308594,White,Female,West,25-35 yr,"Native, born in US"
317,Some college,Office and administrative support occupations,26.126262339068315,404047.67578125,White,Female,West,65+ yr,"Native, born in US"
318,Some college,Legal occupations,21.63450050354004,16868.443359375,Hispanic,Female,West,35-45 yr,"Native, born in US"
319,Advanced,Healthcare practitioner and technical occupations,75.19297663600939,428269.0450439453,White,Male,West,35-45 yr,"Native, born in US"
